id,word,root,part_of_speech,meaning,link
8643,עִינּוּי,ע - נ - ה,"Noun – kittul pattern, masculine","suffering, torture, hardship",/dict/8643-inuy/
1520,לְהִתְעַנּוֹת,ע - נ - ה,Verb – hitpa'el,to suffer; to fast (lit.),/dict/1520-lehitanot/
5561,עוֹנִי,ע - נ - ה,"Noun – kotel pattern, masculine",poverty,/dict/5561-oni/
5779,הֵיעָנוּת,ע - נ - ה,"Noun – hikkatlut pattern, feminine",response,/dict/5779-heanut/
4882,תַּעְנִית,ע - נ - ה,"Noun – taktit pattern, feminine","fast, fasting",/dict/4882-taanit/
1519,לְעַנּוֹת,ע - נ - ה,Verb – pi'el,"to torture, to torment",/dict/1519-leanot/
1518,לְהֵיעָנוֹת,ע - נ - ה,Verb – nif'al,"to receive an answer (from — על ידי); to accede, to consent",/dict/1518-leheanot/
5351,מַעֲנֶה,ע - נ - ה,"Noun – miktal pattern, masculine","answer, reply, response",/dict/5351-maane/
5959,עָנִי,ע - נ - ה,Adjective – katil pattern,poor,/dict/5959-ani/
5986,עִנְייָן,ע - נ - ה,Noun – masculine,"matter, issue; problem, question, concern; interest",/dict/5986-inyan/
8620,עַנּוֹת,ע - נ - ה,Noun – feminine,singing (biblical),/dict/8620-anot/
1521,לְעַנְייֵן,ע - נ - י - ן,Verb – pi'el,to interest,/dict/1521-leanyen/
1522,לְהִתְעַנְייֵן,ע - נ - י - ן,Verb – hitpa'el,"to be interested, to take an interest",/dict/1522-lehitanyen/
4594,מְעַנְייֵן,ע - נ - י - ן,Adjective – mekattel pattern,interesting,/dict/4594-meanyen/
7804,הִתְעַנְייְנוּת,ע - נ - י - ן,"Noun – hitkattlut pattern, feminine",interest,/dict/7804-hitanyenut/
1523,לְהִתְעַנֵּן,ע - נ - ן,Verb – hitpa'el,to become cloudy,/dict/1523-lehitanen/
3393,עָנָן,ע - נ - ן,"Noun – katal pattern, masculine",cloud,/dict/3393-anan/
8243,מְעוּנָּן,ע - נ - ן,Adjective – mekuttal pattern,"cloudy, overcast, gloomy",/dict/8243-meunan/
8309,עֲנָנוּת,ע - נ - ן,Noun – feminine,"cloudiness, cloud cover",/dict/8309-ananut/
7596,עָנָף,ע - נ - ף,"Noun – katal pattern, masculine","branch, sprig; department",/dict/7596-anaf/
1524,לְהַעֲנִיק,ע - נ - ק,Verb – hif'il,"to grant, to bestow; to award",/dict/1524-lehaanik/
4918,עֲנָק,ע - נ - ק,"Noun – ktal pattern, masculine",giant,/dict/4918-anak/
7665,מַעֲנָק,ע - נ - ק,"Noun – miktal pattern, masculine","grant, scholarship; bonus",/dict/7665-maanak/
1526,לְהֵיעָנֵשׁ,ע - נ - שׁ,Verb – nif'al,to be punished,/dict/1526-leheanesh/
1525,לְהַעֲנִישׁ,ע - נ - שׁ,Verb – hif'il,to punish,/dict/1525-lehaanish/
3214,עוֹנֶשׁ,ע - נ - שׁ,"Noun – kotel pattern, masculine","punishment, penalty",/dict/3214-onesh/
2543,לַעֲנוֹשׁ,ע - נ - שׁ,Verb – pa'al,"to punish, to fine, to penalise (lit.)",/dict/2543-laanosh/
2988,עִיסּוּי,ע - ס - ה,"Noun – kittul pattern, masculine",massage,/dict/2988-isuy/
1527,לְעַסּוֹת,ע - ס - ה,Verb – pi'el,to massage,/dict/1527-leasot/
5503,עָסִיס,ע - ס - ס,"Noun – katil pattern, masculine","juice (lit.); gist, essence (fig.)",/dict/5503-asis/
5504,עֲסִיסִי,ע - ס - ס,Adjective,"juicy; vivacious, savoury, colourful (fig.)",/dict/5504-asisi/
1530,לְהִתְעַסֵּק,ע - ס - ק,Verb – hitpa'el,"to occupy oneself, to be involved with, to fiddle with (ב-)",/dict/1530-lehitasek/
1529,לְהַעֲסִיק,ע - ס - ק,Verb – hif'il,to keep busy; to employ,/dict/1529-lehaasik/
4706,עִסְקָה,ע - ס - ק,"Noun – kitla pattern, feminine","deal, trade, transaction",/dict/4706-iska/
8862,עִסְקִי,ע - ס - ק,Adjective,"business, commercial",/dict/8862-iski/
8422,תַּעֲסוּקָה,ע - ס - ק,"Noun – taktula pattern, feminine",employment; occupation,/dict/8422-taasuka/
1528,לַעֲסוֹק,ע - ס - ק,Verb – pa'al,"to deal (with something), to work at (ב-)",/dict/1528-laasok/
6492,עִיסּוּק,ע - ס - ק,"Noun – kittul pattern, masculine","duty, task, activity; vocation, profession; job, employment",/dict/6492-isuk/
6642,עָסוּק,ע - ס - ק,Adjective – katul pattern,"busy, occupied",/dict/6642-asuk/
6757,עֵסֶק,ע - ס - ק,"Noun – ketel pattern, masculine","business, enterprise; matter, affair, duty, project",/dict/6757-esek/
4591,הַעְפָּלָה,ע - פ - ל,"Noun – haktala pattern, feminine","climbing, ascending; illegal repatriation (Israeli history)",/dict/4591-haapala/
1531,לְהַעְפִּיל,ע - פ - ל,Verb – hif'il,"to climb, to ascend; to advance, to progress, to rise",/dict/1531-lehaapil/
1532,לְעַפְעֵף,ע - פ - ע - ף,Verb – pi'el,to blink,/dict/1532-leafef/
6602,עַפְעַַף,ע - פ - ע - ף,Noun,eyelid,/dict/6602-afaf/
6569,עֲפִיצוּת,ע - פ - ץ,Noun – feminine,"astringency; fatigue, exhaustion (slang)",/dict/6569-afitzut/
6568,עָפִיץ,ע - פ - ץ,Adjective – katil pattern,astringent,/dict/6568-afitz/
3595,עִיפָּרוֹן,ע - פ - ר,"Noun – kittalon pattern, masculine",pencil,/dict/3595-iparon/
8265,עָפָר,ע - פ - ר,"Noun – katal pattern, masculine","dust (lit.); ashes (biblical); earth, dirt",/dict/8265-afar/
2486,לְהַעֲצִיב,ע - צ - ב,Verb – hif'il,"to sadden, to make someone sad",/dict/2486-lehaatziv/
1534,לְהֵיעָצֵב,ע - צ - ב,Verb – nif'al,"to become gloomy, to become sad (lit.)",/dict/1534-leheatzev/
3123,עֶצֶב,ע - צ - ב,"Noun – ketel pattern, masculine","grief, sadness",/dict/3123-etzev/
3124,עָצָב,ע - צ - ב,"Noun – katal pattern, masculine",nerve,/dict/3124-atzav/
4208,עָצוּב,ע - צ - ב,Adjective – katul pattern,"sad, grieving",/dict/4208-atzuv/
4368,עִיצּוּב,ע - צ - ב,"Noun – kittul pattern, masculine",design,/dict/4368-itzuv/
8905,עַצְבוּת,ע - צ - ב,"Noun – katlut pattern, feminine","sorrow, grief (lit.)",/dict/8905-atzvut/
1535,לְעַצֵּב,ע - צ - ב,Verb – pi'el,"to mould, to form, to shape, to design",/dict/1535-leatzev/
1533,לְהִתְעַצֵּב,ע - צ - ב,Verb – hitpa'el,"to be sad, to be sorry; to be consolidated; to be formulated",/dict/1533-lehitatzev/
6804,מְעַצֵּב,ע - צ - ב,"Noun – mekattel pattern, masculine",designer,/dict/6804-meatzev/
8301,לְעַצְבֵּב,ע - צ - ב - ב,Verb – pi'el,to innervate (anatomy),/dict/8301-leatzbev/
1537,לְהִתְעַצְבֵּן,ע - צ - ב - ן,Verb – hitpa'el,"to become annoyed, to get angry, to become irritated",/dict/1537-lehitatzben/
1536,לְעַצְבֵּן,ע - צ - ב - ן,Verb – pi'el,"to irk, to irritate, to bother, to anger",/dict/1536-leatzben/
4138,עֵץ,ע - צ - ה,Noun – masculine,tree; wood (material),/dict/4138-etz/
1538,לְהִתְעַצֵּל,ע - צ - ל,Verb – hitpa'el,to be lazy,/dict/1538-lehitatzel/
3408,עָצֵל,ע - צ - ל,Adjective – katel pattern,"lazy, indolent, idle",/dict/3408-atzel/
3409,עַצְלָן,ע - צ - ל,Adjective – katlan pattern,"lazy, indolent, idle",/dict/3409-atzlan/
3410,עַצְלָן,ע - צ - ל,"Noun – katlan pattern, masculine",sloth (animal); lazy person,/dict/3410-atzlan/
3649,עַצְלוּת,ע - צ - ל,"Noun – katlut pattern, feminine","laziness, idleness, indolence",/dict/3649-atzlut/
8594,הִתְעַצְּמוּת,ע - צ - ם,"Noun – hitkattlut pattern, feminine","strengthening, becoming stronger",/dict/8594-hitatzmut/
5649,מַעֲצָמָה,ע - צ - ם,"Noun – miktala pattern, feminine","power, powerful country",/dict/5649-maatzama/
6987,עַצְמָאוּת,ע - צ - ם,Noun – feminine,independence; self-sufficiency,/dict/6987-atzmaut/
1539,לַעֲצוֹם,ע - צ - ם,Verb – pa'al,"to shut, to close (one's eyes)",/dict/1539-laatzom/
1541,לְהִתְעַצֵּם,ע - צ - ם,Verb – hitpa'el,to become stronger,/dict/1541-lehitatzem/
3234,עוֹצְמָה,ע - צ - ם,"Noun – kotla pattern, feminine","strength, intensity",/dict/3234-otzma/
3705,עֶצֶם,ע - צ - ם,"Noun – ketel pattern, feminine",bone,/dict/3705-etzem/
3706,עֶצֶם,ע - צ - ם,"Noun – ketel pattern, masculine","essence, substance, gist; object; -self (in pronominal forms)",/dict/3706-etzem/
4926,עֲצוּמָה,ע - צ - ם,"Noun – ktula pattern, feminine",petition,/dict/4926-atzuma/
6393,עַצְמִי,ע - צ - ם,Adjective,"own, self- (in expressions: self-confidence, self-pity, self-made)",/dict/6393-atzmi/
7444,עָצוּם,ע - צ - ם,Adjective – katul pattern,"tremendous, enormous; great, excellent, wonderful (coll.)",/dict/7444-atzum/
7445,עָצוּם,ע - צ - ם,Adjective – katul pattern,"shut, closed (eyes)",/dict/7445-atzum/
8886,עוֹצְמָתִי,ע - צ - ם,Adjective,powerful,/dict/8886-otzmati/
7685,עַצְמָאִי,ע - צ - ם,Adjective,"independent, self-sufficient, autonomous",/dict/7685-atzmai/
1540,לְהֵיעָצֵם,ע - צ - ם,Verb – nif'al,to be closed (of eyes),/dict/1540-leheatzem/
3878,עִיצּוּם,ע - צ - ם,"Noun – kittul pattern, masculine","peak, middle, climax; (in plural) sanctions",/dict/3878-itzum/
5665,לְהַעֲצִים,ע - צ - ם,Verb – hif'il,"to strengthen, to intensify, to amplify",/dict/5665-lehaatzim/
6986,עָצִיץ,ע - צ - ץ,"Noun – katil pattern, masculine",flower pot,/dict/6986-atzitz/
6692,עֲצִירוּת,ע - צ - ר,Noun – feminine,constipation,/dict/6692-atzirut/
1542,לַעֲצוֹר,ע - צ - ר,Verb – pa'al,"to stop, to halt; to imprison, to arrest; to press oil from olives",/dict/1542-laatzor/
4227,עָצִיר,ע - צ - ר,Adjective – katil pattern,"detained, detainee (as a noun)",/dict/4227-atzir/
4450,מַעֲצָר,ע - צ - ר,"Noun – miktal pattern, masculine","arrest, detention",/dict/4450-maatzar/
8057,עֶצֶר,ע - צ - ר,"Noun – ketel pattern, masculine","stop, pause (in expressions)",/dict/8057-etzer/
1543,לְהֵיעָצֵר,ע - צ - ר,Verb – nif'al,"to stop, to be delayed; to be arrested",/dict/1543-leheatzer/
6305,עֲצֶרֶת,ע - צ - ר,"Noun – ktelet pattern, feminine","assembly, rally; factorial (mathematics)",/dict/6305-atzeret/
6691,עָצוּר,ע - צ - ר,Adjective – katul pattern,"constricted, restrained",/dict/6691-atzur/
5302,עָקוֹב,ע - ק - ב,Adjective – katol pattern,"curved, winding, rolling (biblical)",/dict/5302-akov/
5829,עָקֵב,ע - ק - ב,"Noun – katel pattern, masculine","footprint, trace",/dict/5829-akev/
4509,עָקֵב,ע - ק - ב,"Noun – katel pattern, masculine",heel,/dict/4509-akev/
8303,עֵקֶב,ע - ק - ב,Conjunction,"following, because of, due to",/dict/8303-ekev/
8510,מַעֲקָב,ע - ק - ב,"Noun – miktal pattern, masculine","surveillance, tracking",/dict/8510-maakav/
1544,לַעֲקוֹב,ע - ק - ב,Verb – pa'al,"to follow, to tail; to watch, to observe",/dict/1544-laakov/
1545,לַעֲקוֹד,ע - ק - ד,Verb – pa'al,to bind (hands and feet),/dict/1545-laakod/
7364,מַעֲקֶה,ע - ק - ה,"Noun – miktal pattern, masculine","banister, balustrade, railing, barrier, parapet",/dict/7364-maake/
6898,עִיקּוּל,ע - ק - ל,"Noun – kittul pattern, masculine","seizure, confiscation, foreclosure",/dict/6898-ikul/
1547,לְהִתְעַקֵּל,ע - ק - ל,Verb – hitpa'el,"to twist, to turn (of a road, path)",/dict/1547-lehitakel/
1546,לְעַקֵּל,ע - ק - ל,Verb – pi'el,"to confiscate, to seize (property); to bend, to twist, to curve",/dict/1546-leakel/
6897,עִיקּוּל,ע - ק - ל,"Noun – kittul pattern, masculine","bend, curve",/dict/6897-ikul/
1548,לְעַקֵּם,ע - ק - ם,Verb – pi'el,"to bend, to twist; to distort",/dict/1548-leakem/
1549,לְהִתְעַקֵּם,ע - ק - ם,Verb – hitpa'el,to become bent; to be distorted,/dict/1549-lehitakem/
7707,עֲקִיפָה,ע - ק - ף,"Noun – ktila pattern, feminine","bypassing, circumventing; diffraction (physics)",/dict/7707-akifa/
1551,לְהֵיעָקֵף,ע - ק - ף,Verb – nif'al,"to be passed, to be overtaken; to be avoided, to be evaded",/dict/1551-leheakef/
1550,לַעֲקוֹף,ע - ק - ף,Verb – pa'al,"to pass, to overtake; to avoid, to evade",/dict/1550-laakof/
1552,לַעֲקוֹץ,ע - ק - ץ,Verb – pa'al,"to sting, to bite; to nettle, to pique (with words)",/dict/1552-laakotz/
4421,לְהֵיעָקֵץ,ע - ק - ץ,Verb – nif'al,"to be stung, bitten",/dict/4421-leheaketz/
7594,עֲקִיצָה,ע - ק - ץ,"Noun – ktila pattern, feminine","sting, bite; quip, taunt, dig (figurative)",/dict/7594-akitza/
8443,עִיקְצוּץ,ע - ק - צ - ץ,"Noun – kittul pattern, masculine","tingling, itching",/dict/8443-iktzutz/
8423,לְעַקְצֵץ,ע - ק - צ - ץ,Verb – pi'el,"to itch, to tingle",/dict/8423-leaktzetz/
5070,עֶקְרוֹנִי,ע - ק - ר,Adjective,"fundamental, basic",/dict/5070-ekroni/
5069,עִיקָּרוֹן,ע - ק - ר,"Noun – kittalon pattern, masculine",principle,/dict/5069-ikaron/
7535,עִיקָרִי,ע - ק - ר,Adjective,"main, fundamental, principal",/dict/7535-ikari/
8005,עֲקִירָה,ע - ק - ר,"Noun – ktila pattern, feminine","uprooting, extraction; forced displacement, transfer",/dict/8005-akira/
8429,עָקָר,ע - ק - ר,Adjective – katal pattern,"infertile, sterile, barren; futile",/dict/8429-akar/
8430,עֲקָרוּת,ע - ק - ר,Noun – feminine,"infertility, sterility; emptiness, futility",/dict/8430-akarut/
1554,לְהֵיעָקֵר,ע - ק - ר,Verb – nif'al,to be uprooted; to be exiled,/dict/1554-leheaker/
5081,לְעַקֵּר,ע - ק - ר,Verb – pi'el,"to neuter, to spay; to sterilize",/dict/5081-leaker/
5068,עִיקָר,ע - ק - ר,Noun – masculine,"essence, gist; principle; majority, most part",/dict/5068-ikar/
1553,לַעֲקוֹר,ע - ק - ר,Verb – pa'al,"to uproot; to displace, to transfer",/dict/1553-laakor/
7633,עַקְרָב,-,Noun,🦂 scorpion; ♏ Scorpio,/dict/7633-akrav/
7632,עַקְרַבּוּת,-,Noun – masculine,"sun spider, camel spider (solifugae)",/dict/7632-akrabut/
6773,הִתְעַקְּשׁוּת,ע - ק - שׁ,"Noun – hitkattlut pattern, feminine","stubbornness, insistence",/dict/6773-hitakshut/
1555,לְהִתְעַקֵּשׁ,ע - ק - שׁ,Verb – hitpa'el,"to insist, to be stubborn",/dict/1555-lehitakesh/
3128,עִיקֵּשׁ,ע - ק - שׁ,Adjective – kittel pattern,"stubborn, obstinate",/dict/3128-ikesh/
6588,עַקְשָׁן,ע - ק - שׁ,Adjective – katlan pattern,"stubborn, obstinate; persistent, tenacious",/dict/6588-akshan/
8499,הִתְעָרְבוּת,ע - ר - ב,"Noun – hitkattlut pattern, feminine",bet,/dict/8499-hitarvut/
8498,הִתְעָרְבוּת,ע - ר - ב,"Noun – hitkattlut pattern, feminine","interfering, interference; intervention",/dict/8498-hitarvut/
8146,עֲרוּבָּה,ע - ר - ב,"Noun – ktulla pattern, feminine",guarantee,/dict/8146-aruba/
1556,לַעֲרוֹב,ע - ר - ב,Verb – pa'al,"to guarantee, to promise; to come (of evening, sunset)",/dict/1556-laarov/
3650,עַרְבוּת,ע - ר - ב,"Noun – katlut pattern, feminine","guarantee, undertaking",/dict/3650-arvut/
2603,לְעָרֵב,ע - ר - ב,Verb – pi'el,"to involve, to implicate (someone in something)",/dict/2603-learev/
3089,מַעֲרָב,ע - ר - ב,"Noun – miktal pattern, masculine",west,/dict/3089-maarav/
4236,עֶרֶב,ע - ר - ב,"Noun – ketel pattern, masculine",evening; eve,/dict/4236-erev/
4426,עָרֵב,ע - ר - ב,Verb – pa'al,to be pleasant (lit.),/dict/4426-arev/
4427,עָרֵב,ע - ר - ב,Adjective – katel pattern,pleasant; delicious (lit.),/dict/4427-arev/
4717,מַעֲרָבָה,ע - ר - ב,Adverb,"to the west, westward",/dict/4717-maarava/
4723,מַעֲרָבִי,ע - ר - ב,Adjective,western,/dict/4723-maaravi/
4925,עֲרָבָה,ע - ר - ב,"Noun – ktala pattern, feminine",willow,/dict/4925-arava/
8072,מַעֲרִיב,ע - ר - ב,"Noun – maktil pattern, masculine",evening prayer service (Judaism),/dict/8072-maariv/
1557,לְהִתְעָרֵב,ע - ר - ב,Verb – hitpa'el,"to interrupt, to interfere; to make a bet",/dict/1557-lehitarev/
1558,לְעַרְבֵּב,ע - ר - ב - ב,Verb – pi'el,"to mix, to mess up",/dict/1558-learbev/
8119,עִירְבּוּב,ע - ר - ב - ב,"Noun – kittul pattern, masculine","mixing, shuffling",/dict/8119-irbuv/
1559,לְהִתְעַרְבֵּב,ע - ר - ב - ב,Verb – hitpa'el,"to become implicated, involved",/dict/1559-lehitarbev/
2564,לְהִתְעַרְבֵּל,ע - ר - ב - ל,Verb – hitpa'el,to be mixed together; to be caught in a whirlpool,/dict/2564-lehitarbel/
2565,לְעַרְבֵּל,ע - ר - ב - ל,Verb – pi'el,"to mix, to blend (esp. concrete); to whirl",/dict/2565-learbel/
7023,לַעֲרוֹג,ע - ר - ג,Verb – pa'al,"to miss, to yearn for (אל, ל־)(lit.)",/dict/7023-laarog/
7024,עֶרְגָּה,ע - ר - ג,"Noun – kitla pattern, feminine","yearning, longing (lit.)",/dict/7024-erga/
1560,לְעַרְגֵּל,ע - ר - ג - ל,Verb – pi'el,to roll (metal),/dict/1560-leargel/
7912,עַרְטִילָאִי,-,Adjective,"abstract, vague, undefined",/dict/7912-artilai/
7625,לְעַרְטֵל,ע - ר - ט - ל,Verb – pi'el,"to expose, to reveal, to lay bare (lit.)",/dict/7625-leartel/
7854,מְעוֹרֶה,ע - ר - ה,Adjective – mekuttal pattern,"connected, involved in (ב־)",/dict/7854-meore/
8705,לְהִתְעָרוֹת,ע - ר - ה,Verb – hitpa'el,"to socialize, to become integrated",/dict/8705-lehitarot/
5685,מַעֲרָכוֹן,ע - ר - ך,Noun – masculine,"sketch (comedy, entertainment)",/dict/5685-maarachon/
1561,לַעֲרוֹךְ,ע - ר - ך,Verb – pa'al,"to organize, to handle; to prepare; to manage, to conduct (a meeting, an event); to edit",/dict/1561-laaroch/
1563,לְהַעֲרִיךְ,ע - ר - ך,Verb – hif'il,"to estimate, to appraise; to appreciate, to respect",/dict/1563-lehaarich/
3334,עֵרֶךְ,ע - ר - ך,"Noun – ketel pattern, masculine",value; dictionary entry,/dict/3334-erech/
3926,הַעֲרָכָה,ע - ר - ך,"Noun – haktala pattern, feminine","evaluation, appraisal",/dict/3926-haaracha/
5684,מַעֲרָךְ,ע - ר - ך,"Noun – miktal pattern, masculine","alignment, arrangement; draft, sketch, outline",/dict/5684-maarach/
4709,מַעֲרָכָה,ע - ר - ך,"Noun – miktala pattern, feminine","war, campaign; set (sports)",/dict/4709-maaracha/
4710,מַעֲרֶכֶת,ע - ר - ך,"Noun – miktelet pattern, feminine","system; set, suite, bundle; publishing house",/dict/4710-maarechet/
8920,מַעֲרוֹךְ,ע - ר - ך,"Noun – miktol pattern, masculine",rolling pin,/dict/8920-maaroch/
7951,עֲרִיכָה,ע - ר - ך,"Noun – ktila pattern, feminine","editing; arranging, preparing",/dict/7951-aricha/
1562,לְהֵיעָרֵךְ,ע - ר - ך,Verb – nif'al,"to be held, organized; to prepare (for something); to be edited",/dict/1562-lehearech/
6289,עֶרְכָּה,ע - ר - ך,"Noun – kitla pattern, feminine","kit, set",/dict/6289-erka/
6611,תַּעֲרוּכָה,ע - ר - ך,"Noun – taktula pattern, feminine",exhibition,/dict/6611-taarucha/
7254,מַעֲרִיךְ,ע - ר - ך,"Noun – maktil pattern, masculine","assessor, appraiser; exponent (mathematics)",/dict/7254-maarich/
